Timestamp,phone_type,undergrad_major,num_cups,sleep_hrs,fav_sports,ds_skills,outdoor_hrs,ai_tools_use,ideal_temp,phone_hrs,music_while_studying,music_genre,num_states,fav_season,study_env,summer_desc,general_area_of_study,class_session,min_num_cups,max_num_cups,avg_num_cups,min_sleep_hrs,max_sleep_hrs,avg_sleep_hrs
2025-08-27 10:05:16,iPhone,Math,0,7,Football,7.0,2.0,Often,68,3 hours,Yes,Pop,39,Fall,Dorm,Crazy,Math,Session 1,0.0,0.0,0.0,7.0,7.0,7.0
2025-08-27 10:05:19,iPhone,Economics,1-2,7,Soccer,6.0,1.0,Sometimes,75,5,Yes,EDM/House,20,Summer,Library,Unreal,Commerce,Session 1,1.0,2.0,1.5,7.0,7.0,7.0
2025-08-27 10:05:19,iPhone,Industrial engineering,1 to 2,6,Basketball,6.0,3.5,Always,68,2 to 3,No,Techno,6,Fall,Home,Amazing,Engineering,Session 1,1.0,2.0,1.5,6.0,6.0,6.0
2025-08-27 10:05:24,iPhone,Economics,1,7,Football,3.0,2.0,,70,4,Yes,Rock,43,Spring,Outdoors,Interesting,Commerce,Session 1,1.0,1.0,1.0,7.0,7.0,7.0
2025-08-27 10:05:27,iPhone,Biology,5,8,Football,5.0,3.0,Sometimes,65,5,Yes,Country/Folk,15,Fall,Library,Fantastic,Science,Session 1,5.0,5.0,5.0,8.0,8.0,8.0
2025-08-27 10:05:32,iPhone,Computer Science,1,7,Football,6.0,4.0,Often,75,5,No,Jazz,20,Summer,library,Fun,Computer Science,Session 1,1.0,1.0,1.0,7.0,7.0,7.0
2025-08-27 10:05:35,iPhone,Biomedical Engineering,2,6,Basketball,4.0,0.5,Often,65,18,Yes,Rap/R&B,6,Fall,Coffee shop,Exciting,Engineering,Session 1,2.0,2.0,2.0,6.0,6.0,6.0
2025-08-27 10:05:42,iPhone,Computer Science,1,4,Formula 1,8.0,2.0,never,20,8,Yes,Pop,24,Winter,In my office,Busy,Computer Science,Session 1,1.0,1.0,1.0,4.0,4.0,4.0
2025-08-27 10:05:44,iPhone,Statistics,1-2,8-10,Football,8.0,2.0,Sometimes,70,4,Yes,Pop,30,Winter,"coffee shops, library",relaxing ,Math,Session 1,1.0,2.0,1.5,8.0,10.0,9.0
2025-08-27 10:05:45,iPhone,Public Policy,0,6.5,Basketball,6.0,4.0,Sometimes,72,5,Yes,Indie,35,Fall,Library,Uneventful ,Policy,Session 1,0.0,0.0,0.0,6.5,6.5,6.5
2025-08-27 10:05:54,iPhone,International Affairs,2,7,Soccer,3.0,2.0,Often,72,2,No,Rock,30,Fall,dorm,work,Policy,Session 1,2.0,2.0,2.0,7.0,7.0,7.0
2025-08-27 10:05:58,iPhone,Cognitive Science ,0,7,Basketball,7.0,2.0,Sometimes,75,7 hours,Yes,R&B,11,Spring,My desk,Exciting,Science,Session 1,0.0,0.0,0.0,7.0,7.0,7.0
2025-08-27 10:06:08,iPhone,Data Science,0,6-7,Basketball,8.0,1.5,Often,69,9,Yes,Rap/Rock,15,Fall,Anywhere other than my house,Busy!,Data Science,Session 1,0.0,0.0,0.0,6.0,7.0,6.5
2025-08-27 10:06:09,iPhone,Computer Science,1,8,Soccer,7.0,3.0,Often,75,2hrs 58min,No,Rock,6,Fall,Library,Okay,Computer Science,Session 1,1.0,1.0,1.0,8.0,8.0,8.0
2025-08-27 10:06:10,iPhone,Statistics,1,7,Basketball,6.0,1.0,Sometimes,80,4,No,R&B,8,Summer,library,Reflective,Math,Session 1,1.0,1.0,1.0,7.0,7.0,7.0
2025-08-27 10:06:16,iPhone,"Statistics, Economics",1,7-8,Formula 1,8.0,3.0,Always,70,4,Yes,Country,22,Fall,Library,Busy,Dual Areas,Session 1,1.0,1.0,1.0,7.0,8.0,7.5
2025-08-27 10:06:17,iPhone,Commerce,1,8,Tennis,6.5,2.0,Often,75,5,Yes,Indie,23,Fall,Coffee shop,adventurous,Commerce,Session 1,1.0,1.0,1.0,8.0,8.0,8.0
2025-08-27 10:06:17,iPhone,Electrical Engineering,One,8,Snooker,4.0,,Often,70,2,No,Pop,1,Summer,Library,Amazing,Engineering,Session 1,1.0,1.0,1.0,8.0,8.0,8.0
2025-08-27 10:06:30,iPhone,Economics,2,7,Soccer,5.0,2.0,Often,75,6.5,No,R&B,12,Summer,Coffee Shop,Busy,Commerce,Session 1,2.0,2.0,2.0,7.0,7.0,7.0
2025-08-27 10:06:37,iPhone,"Statistics, Economics",4,8,Football,8.0,4.0,Often,68,5:45,Yes,Rock/Metal,11,Summer,Home,Fast,Dual Areas,Session 1,4.0,4.0,4.0,8.0,8.0,8.0
2025-08-27 10:06:38,iPhone,Information Science,0,8,Soccer,5.0,1.0,Often,73,5,Yes,Rap,30,Winter,Bedroom,Relaxing,Computer Science,Session 1,0.0,0.0,0.0,8.0,8.0,8.0
2025-08-27 10:06:40,iPhone,Statistics,0,8,Soccer,6.0,1.0,Sometimes,68,7.5,No,Pop,24,Spring,Dorm,Adventurous,Math,Session 1,0.0,0.0,0.0,8.0,8.0,8.0
2025-08-27 10:06:41,iPhone,Statistics,0,8,Basketball,6.0,1.0,rarely,71,2.5,No,Alternative Rock,11,Spring,Bedroom,Lackluster,Math,Session 1,0.0,0.0,0.0,8.0,8.0,8.0
2025-08-27 10:06:45,iPhone,Statistics,0,7,Basketball,7.0,2.0,Sometimes,73,6,No,Pop,17,Spring,Library,Repetitive,Math,Session 1,0.0,0.0,0.0,7.0,7.0,7.0
2025-08-27 10:06:51,iPhone,Game Design & Development,0,10,,2.0,4.0,Often,72,4,No,Classic rock,9,Fall,home,perfect,Computer Science,Session 1,0.0,0.0,0.0,10.0,10.0,10.0
2025-08-27 10:06:55,iPhone,Business (Marketing & Management) ,2,7,Track & Field,3.0,4.0,Sometimes,75,6,No,R&B,11,Fall,My Room ,Busy ,Commerce,Session 1,2.0,2.0,2.0,7.0,7.0,7.0
2025-08-27 10:06:55,iPhone,Astronautical Engineering,2,8,Soccer,3.0,2.0,Often,62,3,Yes,Indie,34,Winter,Home at my desk,Transformational,Engineering,Session 1,2.0,2.0,2.0,8.0,8.0,8.0
2025-08-27 10:06:59,Android,History/ American Studies ,2,7,Soccer,4.0,1.0,Sometimes,72,1.25,No,Classical ,40,Fall,Office ,Scheduled,Humanities,Session 1,2.0,2.0,2.0,7.0,7.0,7.0
2025-08-27 10:07:00,iPhone,Environmental Science and Thought & Practice,1-2 ,6-8,Hockey,3.0,2.0,rarely,68,probably 4-6,Yes,anything but country ,10,Winter,coffee shop or my apartment ,ok ,Science,Session 1,1.0,2.0,1.5,6.0,8.0,7.0
2025-08-27 10:07:04,iPhone,Statistics,0,7,,6.0,1.0,rarely,60,8,Yes,afrobeats,10,Fall,study room,relaxing,Math,Session 1,0.0,0.0,0.0,7.0,7.0,7.0
2025-08-27 10:07:04,Android,Statistics,1,8h,Soccer,7.0,1.0,Sometimes,70,4h,No,pop,12,Summer,dorm,wonderful,Math,Session 1,1.0,1.0,1.0,8.0,8.0,8.0
